review_text,sentiment
"Good gloves, they do the trick for the most part. They do have some slip but overall they're good and help protect my hands a little. The piece on the middle finger to pull them off ripped on one glove within the first week.. so kinda poor quality at least on that part.",neutral
Great looking chain but the paint chiped after a week.,neutral
"That was certainly a time of everyone having to watch out for themselves. It seemed that each person had another handful of people who were trying to kill them. Mary certainly ruled in a way that once she was deposed, she didn’t have many friends.",neutral
Husband loves it and says it's very comfortable,positive
Never received product,negative
This worked great for about a week then stopped. Returning.,negative
"They sturdy but not as thick as a long shower rod. Also, they do not extend to the length stated with the product.",neutral
Belt buckle keeps coming off,neutral
"I bought this as a gift for my husband. It has everything he was looking for in a bedside lamp, I was so happy to find it! And even better, it works perfectly and looks beautiful. The dimming switch is the best part- with just a touch of the finger you can either turn it off and on or make it brighter or dimmer. The wireless charger is also a great feature. I definitely recommend this lamp!",positive
Very nice gift to my son!,positive
Paid 50$ for a used roomba and these have worked perfect fit right in.,positive
"Awesome costume, my kid loves it and has been wearing it all week long. The mask has mesh over the eyes with limits vision besides that it perfect.",positive
Don't have one. Did not order this!,negative
Doesn't work well with my phone protector on.,neutral
"love this brush, making my hair so soft. I wish there was another one that came in a smaller barrel size.",positive
Barely came over my butt,negative
Was delivered smashed in a small box. I was really dissatisfied and disappointed.,negative
we got lots of worms but don't like touching them we kept them alive but glad there gone now I think I will stick to dried up ones,neutral
"Cheap materials, arrived broken.",negative
Silly name but baby likes it and stays on his hand,positive
Entertaining. Clean. Definitely worth watching. Well written.,positive
"It's pretty wide so for a small person like me. I don't find it fit under my neck's curve. But if you are looking for stretching the back if your neck in a tuck-the-chin motion, then it works well.",neutral
These were a great upgrade. Great value.,positive
